"","country","popularity","title","artist","album_single","artist_followers","explicit","album","release_date","track_number","tracks_in_album","danceability","energy","key","loudness","mode","speechiness","acoustics","instrumentalness","liveliness","valence","tempo","duration_ms","time_signature","genre_new","days_since_release","cluster"
"14125","Global",744.35,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"global"
"14126","USA",965.2,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"english speaking and nordic"
"14127","UK",1388.35,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"english speaking and nordic"
"14128","Austria",429.25,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"english speaking and nordic"
"14129","Australia",651.55,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"english speaking and nordic"
"14130","Belgium",270.6,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"english speaking and nordic"
"14131","Canada",1600.6,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"english speaking and nordic"
"14132","Switzerland",976.5,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"english speaking and nordic"
"14133","Germany",431.9,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"english speaking and nordic"
"14134","Denmark",459.3,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"english speaking and nordic"
"14135","Finland",976.45,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"english speaking and nordic"
"14136","France",20.8,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"southern europe and portuguese heritage"
"14137","Ireland",871.8,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"english speaking and nordic"
"14138","Italy",89.6,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"southern europe and portuguese heritage"
"14139","Netherlands",402.55,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"english speaking and nordic"
"14140","Norway",658.55,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"english speaking and nordic"
"14141","New Zealand",725,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"english speaking and nordic"
"14142","Portugal",227.15,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"southern europe and portuguese heritage"
"14143","Sweden",243.35,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"english speaking and nordic"
"14144","Turkey",11.2,"marsh","Eminem","album",39078037,TRUE,"Music To Be Murdered By","17/1/2020",13,20,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,"hip hop",302,"southern europe and portuguese heritage"
"14145","Global",64.8,"smile","Katy Perry","single",16588925,FALSE,"Smile","10/7/2020",1,1,0.783,0.912,0,-3.713,1,0.243,0.0238,0,0.339,0.749,98.025,166898,4,"pop",127,"global"
"14146","USA",2.4,"smile","Katy Perry","single",16588925,FALSE,"Smile","10/7/2020",1,1,0.783,0.912,0,-3.713,1,0.243,0.0238,0,0.339,0.749,98.025,166898,4,"pop",127,"english speaking and nordic"
"14147","Brazil",141.7,"smile","Katy Perry","single",16588925,FALSE,"Smile","10/7/2020",1,1,0.783,0.912,0,-3.713,1,0.243,0.0238,0,0.339,0.749,98.025,166898,4,"pop",127,"southern europe and portuguese heritage"
"14148","Finland",236.8,"smile","Katy Perry","single",16588925,FALSE,"Smile","10/7/2020",1,1,0.783,0.912,0,-3.713,1,0.243,0.0238,0,0.339,0.749,98.025,166898,4,"pop",127,"english speaking and nordic"
"14149","Mexico",4,"smile","Katy Perry","single",16588925,FALSE,"Smile","10/7/2020",1,1,0.783,0.912,0,-3.713,1,0.243,0.0238,0,0.339,0.749,98.025,166898,4,"pop",127,"spanish speaking"
"14150","Norway",111,"smile","Katy Perry","single",16588925,FALSE,"Smile","10/7/2020",1,1,0.783,0.912,0,-3.713,1,0.243,0.0238,0,0.339,0.749,98.025,166898,4,"pop",127,"english speaking and nordic"
"14151","Philippines",1341.35,"smile","Katy Perry","single",16588925,FALSE,"Smile","10/7/2020",1,1,0.783,0.912,0,-3.713,1,0.243,0.0238,0,0.339,0.749,98.025,166898,4,"pop",127,"southern europe and portuguese heritage"
"14152","Sweden",21.6,"smile","Katy Perry","single",16588925,FALSE,"Smile","10/7/2020",1,1,0.783,0.912,0,-3.713,1,0.243,0.0238,0,0.339,0.749,98.025,166898,4,"pop",127,"english speaking and nordic"
"14153","Taiwan",729.9,"smile","Katy Perry","single",16588925,FALSE,"Smile","10/7/2020",1,1,0.783,0.912,0,-3.713,1,0.243,0.0238,0,0.339,0.749,98.025,166898,4,"pop",127,"english speaking and nordic"
"14193","Global",3325.85,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"global"
"14194","USA",3921,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14195","UK",2888.4,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14196","Austria",621.6,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14197","Australia",5444.25,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14198","Belgium",552.8,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14199","Canada",6117.2,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14200","Switzerland",2671.1,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14201","Germany",150.4,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14202","Denmark",3653.65,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14203","Finland",843.1,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14204","Ireland",3500.2,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14205","Malaysia",2735.05,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14206","Netherlands",1161.65,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14207","Norway",3435.35,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14208","New Zealand",8750.25,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14209","Philippines",1318.25,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"southern europe and portuguese heritage"
"14210","Portugal",1560.65,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"southern europe and portuguese heritage"
"14211","Sweden",1830.25,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14212","Singapore",2596.7,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14213","Taiwan",1884.6,"eleven","Khalid","single",12829933,FALSE,"Eleven","9/1/2020",1,1,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4,"r&b/soul",310,"english speaking and nordic"
"14218","Global",740.8,"rags2riches 2","Rod Wave - Lil Baby","album",1316706,TRUE,"Pray 4 Love (Deluxe)","7/8/2020",19,25,0.874,0.443,5,-9.628,0,0.241,0.147,0,0.124,0.298,118.004,235988,4,"rap",99,"global"
"14219","USA",11365.4,"rags2riches 2","Rod Wave - Lil Baby","album",1316706,TRUE,"Pray 4 Love (Deluxe)","7/8/2020",19,25,0.874,0.443,5,-9.628,0,0.241,0.147,0,0.124,0.298,118.004,235988,4,"rap",99,"english speaking and nordic"
"14220","Canada",5093.7,"rags2riches 2","Rod Wave - Lil Baby","album",1316706,TRUE,"Pray 4 Love (Deluxe)","7/8/2020",19,25,0.874,0.443,5,-9.628,0,0.241,0.147,0,0.124,0.298,118.004,235988,4,"rap",99,"english speaking and nordic"
"14256","Global",96.9,"years go by","Bryson Tiller","album",4447390,TRUE,"A N N I V E R S A R Y","2/10/2020",1,10,0.374,0.577,1,-7.085,1,0.302,0.0279,5.6e-06,0.562,0.0658,184.201,179976,4,"hip hop",43,"global"
"14257","USA",355.9,"years go by","Bryson Tiller","album",4447390,TRUE,"A N N I V E R S A R Y","2/10/2020",1,10,0.374,0.577,1,-7.085,1,0.302,0.0279,5.6e-06,0.562,0.0658,184.201,179976,4,"hip hop",43,"english speaking and nordic"
"14258","UK",262.65,"years go by","Bryson Tiller","album",4447390,TRUE,"A N N I V E R S A R Y","2/10/2020",1,10,0.374,0.577,1,-7.085,1,0.302,0.0279,5.6e-06,0.562,0.0658,184.201,179976,4,"hip hop",43,"english speaking and nordic"
"14259","Australia",90.95,"years go by","Bryson Tiller","album",4447390,TRUE,"A N N I V E R S A R Y","2/10/2020",1,10,0.374,0.577,1,-7.085,1,0.302,0.0279,5.6e-06,0.562,0.0658,184.201,179976,4,"hip hop",43,"english speaking and nordic"
"14260","Canada",403.55,"years go by","Bryson Tiller","album",4447390,TRUE,"A N N I V E R S A R Y","2/10/2020",1,10,0.374,0.577,1,-7.085,1,0.302,0.0279,5.6e-06,0.562,0.0658,184.201,179976,4,"hip hop",43,"english speaking and nordic"
"14261","Switzerland",32.8,"years go by","Bryson Tiller","album",4447390,TRUE,"A N N I V E R S A R Y","2/10/2020",1,10,0.374,0.577,1,-7.085,1,0.302,0.0279,5.6e-06,0.562,0.0658,184.201,179976,4,"hip hop",43,"english speaking and nordic"
"14262","Portugal",11.2,"years go by","Bryson Tiller","album",4447390,TRUE,"A N N I V E R S A R Y","2/10/2020",1,10,0.374,0.577,1,-7.085,1,0.302,0.0279,5.6e-06,0.562,0.0658,184.201,179976,4,"hip hop",43,"southern europe and portuguese heritage"
"14313","Global",14144.3,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"global"
"14314","USA",12720.1,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14315","UK",15033,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14316","Argentina",1048,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"spanish speaking"
"14317","Austria",10573.15,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14318","Australia",14527.9,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14319","Belgium",12966.15,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14320","Brazil",5304.05,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"southern europe and portuguese heritage"
"14321","Canada",14151.3,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14322","Switzerland",11310.55,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14323","Chile",88,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"spanish speaking"
"14324","Colombia",381.1,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"spanish speaking"
"14325","Costa Rica",687.95,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"spanish speaking"
"14326","Germany",9087.35,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14327","Denmark",12355.35,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14328","Spain",2933.1,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"spanish speaking"
"14329","Finland",13273,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14330","France",399.2,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"southern europe and portuguese heritage"
"14331","Ireland",15891.9,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14332","Italy",176.8,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"southern europe and portuguese heritage"
"14333","Mexico",51.2,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"spanish speaking"
"14334","Malaysia",8152.6,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14335","Netherlands",13039.15,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14336","Norway",14196,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14337","New Zealand",13816.1,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14338","Philippines",3772.3,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"southern europe and portuguese heritage"
"14339","Poland",10981.95,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14340","Portugal",8827.3,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"southern europe and portuguese heritage"
"14341","Sweden",10482,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14342","Singapore",9999.05,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14343","Taiwan",7374.9,"midnight sky","Miley Cyrus","single",13062577,FALSE,"Midnight Sky","14/8/2020",1,1,0.705,0.814,4,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110,223279,4,"pop",92,"english speaking and nordic"
"14366","Global",147.9,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"global"
"14367","USA",140.25,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"english speaking and nordic"
"14368","UK",115.6,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"english speaking and nordic"
"14369","Austria",39.2,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"english speaking and nordic"
"14370","Belgium",61.6,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"english speaking and nordic"
"14371","Brazil",96.05,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"southern europe and portuguese heritage"
"14372","Canada",99.45,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"english speaking and nordic"
"14373","Switzerland",97.75,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"english speaking and nordic"
"14374","Germany",44,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"english speaking and nordic"
"14375","Finland",162.35,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"english speaking and nordic"
"14376","Ireland",125.45,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"english speaking and nordic"
"14377","Netherlands",44,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"english speaking and nordic"
"14378","Norway",237.6,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"english speaking and nordic"
"14379","Poland",101.15,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"english speaking and nordic"
"14380","Portugal",125.7,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"southern europe and portuguese heritage"
"14381","Sweden",374.45,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"english speaking and nordic"
"14382","Turkey",22.4,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"southern europe and portuguese heritage"
"14383","Taiwan",1.6,"let me love you like a woman","Lana Del Rey","single",11440791,FALSE,"Let Me Love You Like A Woman","16/10/2020",1,1,0.403,0.245,0,-11.862,1,0.0569,0.969,4.74e-05,0.119,0.148,128.333,200661,4,"pop",29,"english speaking and nordic"
"14392","Global",288,"punani","6ix9ine","single",5963018,TRUE,"PUNANI","2/8/2020",1,1,0.841,0.541,9,-7.121,1,0.229,0.0186,0,0.123,0.42,97.961,115255,4,"rap",104,"global"
"14393","Austria",1559.9,"punani","6ix9ine","single",5963018,TRUE,"PUNANI","2/8/2020",1,1,0.841,0.541,9,-7.121,1,0.229,0.0186,0,0.123,0.42,97.961,115255,4,"rap",104,"english speaking and nordic"
